PUN,Status,Recipe/Task,Total Execution Time (s)
1122305M01302530,Pass,31,0.15721359900641657
1122305M01102910,Pass,23,0.19531379765011203
1122306M01200880,Pass,23,0.1939426976739228
1122305M01202880,Pass,24,0.20527219747717232
1122305M01202600,Pass,32,0.23613449763585956
1122305M01102390,Pass,12,0.27460819627306876
1122305M01403140,Pass,23,0.19969449757403585
1122306M01200690,Pass,11,0.25652409658712105
1122306M01400340,Pass,22,0.32456809540545456
1122306M01400270,Pass,31,0.15318939907630166
1122306M01400460,Pass,22,0.2713249963300855
1122306M01100390,Pass,11,0.2497998967038949
1122305M01102470,Pass,33,0.20510949817464624
1122305M01202480,Pass,11,0.24162599684584457
1122305M01402580,Pass,13,0.23384229698101797
1122306M01400590,Pass,33,0.21185599805748512
1122306M01200920,Pass,22,0.24932669671211258
1122306M01400460,Pass,34,0.22032459791041764
1122306M01400030,Pass,11,0.24462109679383104
1122305M01402900,Pass,34,0.24274409752107587
1122305M01402860,Pass,14,0.250570296690516
1122305M01302450,Pass,33,0.23081859772817662
1122305M01202680,Pass,14,0.26564979642864217
1122306M01300450,Pass,21,0.21354629733348257
1122305M01202760,Pass,23,0.19570819764326278
1122306M01100350,Pass,24,0.3154227955642738
1122305M01402460,Pass,13,0.23497009696143234
1122305M01302570,Pass,33,0.21742569796076053
1122305M01203080,Pass,23,0.19331589768480795
1122305M01102990,Pass,22,0.264966296440512
1122305M01102630,Pass,33,0.21233559804915628
1122306M01200880,Pass,14,0.3520247949286357
1122305M01102710,Pass,31,0.15249279908839897
1122305M01102590,Pass,34,0.1843955985343682
1122306M01300580,Pass,32,0.21877839793726928
1222306M01400980,Pass,32,0.25975009722574605
1122305M01302410,Pass,24,0.20035009756265057
1122306M01200320,Fail,12,0.3250763953966273
1122305M01302850,Pass,32,0.20272629821603344
1122306M01100640,Pass,24,0.20490569748353704
1122305M01202440,Pass,31,0.15545689903692378
1122305M01403020,Pass,23,0.19080449772842145
1122306M01300330,Pass,14,0.28168179615022715
1122305M01402820,Pass,33,0.2280087977769722
1122306M01200360,Pass,24,0.4393284934125013
1122306M01100800,Pass,14,0.37692179449626917
1122305M01303050,Pass,22,0.21287969734505888
1122305M01402900,Fail,12,0.27081439633895266
1122306M01400860,Pass,22,0.2149991973082512
1122305M01303050,Pass,34,0.1819772985763649
1122305M01202880,Pass,32,0.23722819761686614
1122305M01402740,Pass,22,0.22453939714257407
1222306M01301010,Pass,33,0.26340519716227084
1122305M01102510,Pass,23,0.2111729973746978
1122305M01302450,Pass,11,0.24535729678104604
1222306M01100990,Pass,32,0.25361249733233293
1122306M01300620,Pass,24,0.23342339698829268
1122306M01100520,Pass,21,0.20384809750190355
1122305M01402940,Pass,11,0.27668779623695394
1122306M01400230,Pass,14,0.48984939253514465
1122305M01103030,Pass,23,0.19239969770071888
1122306M01400670,Pass,33,0.20445649818598638
1122305M01403140,Pass,33,0.21989689791784517
1122306M01400510,Pass,34,0.21045499808181517
1122305M01402780,Pass,24,0.21194379736131191
1222306M01101030,Pass,34,0.25463559731456553
1122306M01100470,Pass,11,0.2438486968072447
1122305M01402500,Pass,12,0.3592863948025293
1122306M01400790,Pass,23,0.19845229759560815
1122306M01300370,Pass,23,0.39499069418248084
1122306M01300740,Pass,13,0.30630919572254245
1122306M01300220,Pass,22,0.36524229469909786
1122306M01400670,Pass,11,0.2539101966325146
1122305M01402820,Pass,12,0.3787208944650256
1122306M01400750,Pass,23,0.19063569773135286
1122306M01100310,Pass,22,0.4282891936042121
1122306M01300370,Pass,21,0.20897469741287392
1122306M01300410,Pass,11,0.286662396063733
1122305M01202760,Pass,31,0.1620666989221366
1122306M01200170,Pass,12,0.4489563932453011
1122306M01100760,Pass,21,0.21157429736772873
1122305M01102510,Pass,14,0.2640310964567529
1122305M01202680,Pass,21,0.18570979781689712
1122306M01400830,Pass,22,0.2068931974490217
1122306M01300890,Pass,14,0.27734229622558776
1122306M01100070,Pass,14,0.26978219635687806
1122305M01302530,Pass,23,0.19417559766987824
1222306M01301010,Pass,31,0.1631744989028983
1122305M01402420,Pass,23,0.18956429774995903
1122306M01400060,Pass,34,0.2549396973092845
1122305M01103030,Pass,24,0.21000449739499022
1122305M01402940,Pass,32,0.1629262989072086
1122306M01100040,Pass,22,0.20832309742418978
1122306M01100240,Pass,32,0.3249725960930784
1222306M01400940,Pass,14,0.25501159661338746
1222306M01101030,Pass,31,0.20292819821252717
1122306M01400230,Pass,22,0.39126819424712656
1122306M01300540,Pass,23,0.2991475958469123
1122306M01200530,Pass,23,0.3746943945349507
1122305M01402420,Pass,22,0.21077089738168076
1122305M01402620,Pass,21,0.1980146976032076
1122305M01302970,Pass,31,0.15581429903071708
1122305M01402740,Pass,32,0.2512570973732373
1122306M01200170,Pass,33,0.2332100976866453
1122306M01300580,Pass,31,0.15586539902982968
1122306M01100520,Pass,11,0.2543625966246581
1122306M01300500,Pass,11,0.2513180966775295
1122305M01302570,Pass,21,0.18609359781023194
1122306M01300370,Pass,14,0.5630135912645597
1122305M01402580,Pass,24,0.20746649743906564
1122305M01302690,Pass,34,0.23135969771877973
1122305M01303010,Fail,12,0.4594975930622404
1122306M01400590,Pass,21,0.19015839773964177
1122306M01400150,Pass,13,0.5040453922886139
1122305M01403140,Pass,21,0.18722059779066022
1122306M01300580,Pass,22,0.22416369714909856
1122305M01102870,Pass,14,0.3085588956834737
1122305M01302930,Pass,14,0.4935228924713499
1122306M01100310,Pass,13,0.5941427907239636
1122306M01200170,Pass,32,0.27352199698658036
1122305M01303050,Pass,33,0.20319969820781225
1122305M01202520,Pass,32,0.25014409739256593
1122306M01100130,Pass,14,0.34325389508095305
1122306M01300020,Pass,21,0.19884749758874504
1122305M01102430,Pass,32,0.23233339770187025
1122305M01302770,Pass,34,0.23355289768069218
1122305M01302970,Pass,14,0.2692719963657383
1122306M01200290,Pass,33,0.26922109706127073
1222306M01400980,Pass,11,0.2508156966862543
1122305M01303010,Pass,32,0.24513459747956193
1222306M01100990,Pass,24,0.22017059721844356
1122305M01202880,Pass,33,0.24452559749013797
1122305M01303010,Fail,12,0.2843583961037447
1122306M01100840,Pass,14,0.2969721958846908
1122305M01102670,Pass,32,0.19807839829674984
1122305M01202960,Pass,33,0.20999879808973765
1122305M01102390,Pass,14,0.26839939638089205
1122305M01302650,Pass,12,0.38247399439984847
1122306M01400710,Pass,23,0.1992615975815537
1122306M01200770,Pass,34,0.23816869760053322
1122306M01100560,Pass,13,0.2415838968465757
1122306M01300330,Pass,21,0.21162119736691426
1122305M01102950,Pass,22,0.20526389747731646
1122306M01300330,Pass,23,0.2041674974963568
1122306M01100240,Pass,31,0.1530704990783665
1122306M01400710,Pass,33,0.256230797286863
1122306M01400830,Pass,23,0.21017039739210916
1122306M01400420,Pass,23,0.3289487953293784
1122305M01102470,Pass,21,0.1987298975907873
1122306M01200690,Pass,34,0.2533483973369194
1122306M01300580,Pass,34,0.23666269762668674
1222306M01100990,Pass,13,0.23699299692630224
1122306M01400510,Pass,13,0.36677129467254493
1122306M01200290,Pass,13,0.4674430929242572
1122305M01402500,Pass,11,0.251239696678891
1122306M01300500,Pass,32,0.21111159807041252
1122305M01402900,Pass,31,0.15294879908047998
1122306M01400460,Pass,12,0.47528559278806265
1122305M01203040,Pass,13,0.23637859693697202
1122305M01102710,Pass,33,0.23131269771959598
1122306M01200360,Pass,23,0.33152639528461525
1122306M01300020,Pass,31,0.15213999909452577
1122306M01400710,Pass,14,0.26171969649689314
1122305M01303010,Fail,12,0.3336130952483772
1122306M01100310,Pass,12,0.5040305922888709
1122305M01103070,Pass,23,0.18962249774894832
1122306M01100870,Pass,11,0.24882489672082694
1122306M01100870,Pass,22,0.28676449606195986
1122306M01200690,Pass,14,0.2790107961966123
1122306M01400420,Pass,33,0.21416369801740912
1122306M01400340,Fail,13,0.5974991906656755
1122305M01302530,Pass,22,0.2042124974955753
1122306M01100100,Pass,31,0.15205269909604185
1122305M01403020,Pass,11,0.25364889663705237
1122306M01300450,Pass,11,0.2547437966180381
1122306M01400340,Fail,12,0.31428069558410776
1122305M01302570,Pass,22,0.214524897316488
1122306M01400120,Pass,12,0.5171567920609186
1122306M01200690,Pass,13,0.23103289702980656
1122305M01302570,Pass,23,0.1943479976668843
1122305M01402540,Pass,33,0.17981929861384122
1122306M01400630,Pass,33,0.16439309888173584
1222306M01401020,Pass,21,0.2251051971327483
1122306M01400630,Pass,22,0.2013621975450742
1122305M01202400,Pass,21,0.18533059782348235
1122306M01100390,Pass,31,0.15475759904906797
1122305M01103030,Pass,32,0.21894469793438126
1122305M01102670,Pass,12,0.2865800960651622
1222306M01201000,Pass,24,0.20396579749985955
1222306M01400980,Pass,12,0.27412289628149655
1122305M01102470,Pass,23,0.19428569766796622
1122306M01200440,Pass,12,0.5510413914724714
1122305M01102550,Pass,24,0.2342487969739586
1122305M01202760,Pass,33,0.2650485971337312
1122305M01402460,Pass,33,0.21513169800059861
1122306M01400510,Pass,31,0.15186499909930148
1122305M01202480,Pass,12,0.27213479631602233
1122306M01100130,Pass,33,0.2795448968819854
1122306M01200810,Pass,23,0.19013959773996825
1122305M01303050,Pass,23,0.2011841975481654
1122305M01103070,Fail,12,0.30419039575933804
1122306M01100870,Pass,14,0.27315569629829317
1122306M01300700,Pass,31,0.1560553990265301
1122305M01102550,Pass,14,0.27366229628949545
1122305M01302530,Pass,33,0.23277939769412492
1122306M01400590,Pass,34,0.2329337976914436
1122306M01400030,Pass,31,0.15426409905763822
1122305M01102510,Pass,12,0.31388479559098303
1122306M01200480,Pass,22,0.2010391975506835
1122306M01400590,Pass,22,0.21460069731517165
1122305M01303010,Pass,11,0.24236689683297793
1122305M01402500,Pass,23,0.1949765976559679
1122306M01100800,Pass,32,0.19907479827944613
1122306M01100040,Pass,23,0.1908436977277407
1122306M01400860,Pass,11,0.24453689679529328
1122306M01400550,Pass,13,0.3922256942304984
1222306M01400980,Pass,14,0.2567922965824634
1122305M01302890,Pass,23,0.2323722970065463
1122305M01303130,Pass,32,0.23383209767584354
1122306M01100160,Pass,14,0.46675819293615134
1122305M01103070,Pass,22,0.19607079763696578
1122306M01100520,Pass,23,0.3075887957003207
1222306M01200960,Pass,13,0.25523869660944354
1122306M01200320,Pass,23,0.3685428946417789
1122306M01400300,Pass,33,0.22895639776051596
1122306M01100720,Pass,34,0.2054310981690613
1122305M01202640,Pass,22,0.21860809724557828
1122305M01402420,Pass,21,0.20388519750125925
1122306M01100600,Pass,24,0.2056242974710577
1122306M01100310,Pass,31,0.1520399990962624
1122306M01100910,Pass,11,0.2456159967765534
1122306M01200810,Pass,33,0.19116049841688754
1122305M01303010,Pass,13,0.24556449677744774
1122305M01202680,Pass,33,0.24774649743420313
1122305M01202600,Pass,31,0.15544689903709744
1122306M01300020,Pass,23,0.19420619766934683
1122305M01103110,Pass,33,0.3054343964323829
1122305M01302410,Pass,21,0.19629679763304103
1122306M01200610,Pass,32,0.27285459699817055
1122306M01200290,Pass,14,0.4393124934127791
1122306M01200920,Pass,12,0.2574602965708628
1122305M01402620,Pass,34,0.23020959773875263
1222306M01300970,Pass,24,0.21414159732314444
1122305M01302930,Pass,13,0.37857599446754203
1222306M01400980,Pass,34,0.1938052983709574
1122306M01400750,Pass,33,0.23280419769369426
1122305M01202880,Pass,14,0.2635776964646267
1122305M01302450,Pass,34,0.20668729814724585
1122305M01402700,Pass,12,0.28289399612917576
1122306M01100010,Pass,23,0.1850579978282164
1122306M01400270,Pass,11,0.2620287964915252
1122305M01403060,Pass,21,0.1961575976354584
1122305M01403060,Pass,33,0.1890975984527123
1122305M01102630,Pass,13,0.23791099691036005
1122306M01200290,Pass,12,0.6132346903924095
1122306M01100600,Pass,34,0.23846329759541715
1222306M01401020,Pass,24,0.22828049707760534
1122305M01403100,Pass,23,0.20430279749400715
1122305M01402540,Pass,14,0.24463629679356708
1122306M01200440,Pass,32,0.35148089563272966
1122305M01302690,Pass,31,0.15399269906235138
1122305M01302850,Pass,33,0.18401679854094655
1122305M01203080,Fail,12,0.3195415954927458
1222306M01201040,Pass,12,0.5138663921180604
1122306M01300220,Pass,13,0.5337350917730164
1122305M01102750,Pass,34,0.22441169783944018
1122305M01102950,Pass,11,0.2589483965450201
1222306M01401020,Pass,14,0.3605059947813494
1222306M01201000,Pass,22,0.20976489739915116
1122306M01300140,Pass,31,0.1571530990074672
1122305M01302810,Pass,23,0.19766589760926495
1122305M01102590,Pass,22,0.2152757973034477
1122306M01100910,Pass,32,0.25623279728682824
1122305M01203000,Pass,11,0.25646009658823243
1222306M01100990,Pass,23,0.1978860976054409
1222306M01200960,Pass,21,0.1913507977189343
1122305M01102990,Pass,23,0.18233359787552889
1122306M01400830,Pass,12,0.27959199618651903
1122306M01300140,Pass,21,0.19975009757307027
1122305M01402780,Pass,33,0.24386449750161876
1122306M01200440,Pass,22,0.1975187976118195
1122306M01200210,Pass,14,0.3693486946277852
1122306M01200320,Pass,11,0.24119179685338496
1222306M01300970,Pass,31,0.15759729899975314
1122306M01400030,Pass,32,0.22439159783978924
1222306M01401020,Pass,11,0.349070594979939
1222306M01300970,Pass,22,0.20952929740324264
1122305M01102670,Pass,22,0.20586529746687243
1122305M01103030,Pass,31,0.15819919898930043
1122305M01102510,Pass,34,0.22530229782397385
1122305M01302450,Pass,13,0.2425939968290341
1122306M01400710,Pass,34,0.2518703973625866
1122305M01302530,Pass,14,0.26438879645054103
1122305M01102430,Pass,12,0.37824259447333186
1122305M01402740,Pass,13,0.24672429675730642
1122306M01100470,Pass,32,0.2206558979046642
1122305M01402780,Pass,23,0.18511119782729252
1122306M01100160,Pass,32,0.30387529645945854
1122306M01300050,Pass,31,0.15932419896976344
1122306M01100520,Pass,32,0.22775739778133805
1122305M01402660,Pass,31,0.15717299900712162
1222306M01100990,Pass,31,0.1573933990032941
1122306M01400510,Pass,12,0.46514019296424985
1122305M01202600,Pass,12,0.27334609629498663
1122306M01400900,Pass,12,0.4302705935698027
1122305M01302610,Pass,14,0.2689011963721777
1122305M01302770,Pass,21,0.1967468976252245
1122305M01302770,Pass,13,0.2354540969530271
1122305M01202520,Pass,33,0.21222189805113081
1122306M01200250,Pass,13,0.4797040927113301
1122306M01300110,Pass,31,0.1560411990267767
1122306M01400860,Pass,12,0.32008869548324476
1122305M01202680,Pass,23,0.19717769761774315
1122305M01402780,Pass,34,0.21996769791661563
1122305M01102670,Pass,24,0.21814239725366572
1122306M01200320,Pass,13,0.6587440896020837
1122306M01100520,Pass,13,0.3839620943740058
1122305M01302810,Pass,21,0.19701749762052517
1122306M01200850,Pass,23,0.19698129762115385
1122306M01400340,Pass,23,0.359007994807364
1122306M01400340,Fail,33,0.18191689857741383
1122306M01100800,Pass,21,0.18626079780732832
1122306M01300780,Fail,14,0.5344155917611986
1122306M01400190,Pass,12,0.27162059632495206
1122306M01400060,Pass,12,0.281896296146502
1122306M01300410,Pass,32,0.21048589808127854
1122305M01102470,Pass,32,0.23370019767813413
1122306M01200610,Pass,31,0.1556053990343449
1122305M01102790,Pass,24,0.19557119764564196
1222306M01400940,Pass,11,0.27358029629091946
1122306M01400630,Pass,21,0.19699659762088814
1122305M01302970,Pass,24,0.20743149743967346
1122306M01300050,Pass,22,0.2003209975631559
1122305M01302610,Pass,12,0.26142209650206133
1122305M01302770,Pass,11,0.2474441967448045
1122305M01302410,Pass,11,0.24146579684862665
1122306M01300740,Pass,33,0.20472339818135135
1122306M01300580,Pass,14,0.275549896256715
1122306M01100800,Pass,12,0.34992019496518467
1122306M01200730,Pass,24,0.21598759729108644
1122306M01200770,Pass,13,0.25051039669155617
1122306M01200920,Pass,33,0.23190589770929432
1122306M01100200,Pass,22,0.34801909499819955
1122305M01102750,Pass,23,0.1884587977691574
1122306M01400750,Pass,31,0.1575416990007187
1122306M01200650,Pass,21,0.1952839976506295
1122306M01400150,Pass,31,0.15666059901602009
1122306M01100720,Pass,31,0.1571517990074898
1122305M01203040,Pass,33,0.23199889770767926
1122305M01302970,Pass,21,0.18939249775294253
1122305M01102790,Pass,32,0.2051934981731875
1122306M01400790,Pass,24,0.20364089750550182
1122305M01102670,Pass,31,0.19732799830978143
1122306M01400710,Pass,24,0.21376539732967761
1122305M01302410,Pass,33,0.2303494977363231
1122305M01203080,Fail,34,0.12271819960547095
1122306M01100560,Pass,22,0.203784097503015
1122305M01302650,Pass,11,0.25951329653520994
1122305M01403100,Pass,13,0.2441872968013645
1122305M01102910,Fail,12,0.5370376917156627
1122305M01102550,Pass,13,0.24784659673781634
1122305M01102870,Pass,23,0.19065299773105243
1122306M01400790,Pass,14,0.3051227957431457
1122305M01202440,Pass,24,0.22094939720491877
1122305M01403060,Pass,12,0.2721440963158608
1122306M01200480,Pass,24,0.304822195748366
1122306M01200530,Pass,33,0.2154956979942773
1122305M01102910,Pass,21,0.1914386977174078
1122305M01402780,Pass,11,0.2595032965353836
1122306M01200400,Pass,22,0.20332109751105557
1122305M01302690,Pass,12,0.2797385961839731
1122305M01102910,Pass,24,0.1995662975762622
1122306M01100100,Pass,34,0.3009084965109806
1122305M01302890,Pass,24,0.2022234975301167
1122306M01300180,Pass,14,0.4571815931024606
1122306M01200480,Pass,32,0.24002789756824597
1122306M01400900,Pass,24,0.20041819756146792
1122306M01200250,Pass,24,0.3871309943189741
1122306M01200210,Pass,23,0.32101279546719663
1122305M01102750,Pass,21,0.20155879754166003
1122305M01302970,Pass,32,0.23236269770136145
1122306M01100840,Pass,11,0.25112609668086383
1122305M01202800,Pass,24,0.21380229732903683
1122306M01200360,Pass,32,0.2529497973438415
1122305M01202480,Pass,22,0.2039814974995869
1122305M01402900,Pass,21,0.20328129751174673
1122306M01200320,Pass,34,0.2513479973716587
1122306M01400550,Pass,32,0.22640109780489184
1122305M01202480,Pass,32,0.24767369743546738
1122306M01100390,Pass,13,0.3906701942575116
1122305M01202960,Pass,34,0.2052559981721021
1122306M01100600,Pass,33,0.2010204982456567
1122306M01100010,Pass,33,0.24195979753469618
1122305M01402820,Pass,21,0.20878759741612316
1122305M01103030,Pass,12,0.26944579636272004
1122305M01102830,Pass,12,0.3576526948309004
1122306M01300500,Pass,21,0.1950617976544883
1122305M01302890,Pass,31,0.15439449905537364
1122306M01100310,Pass,34,0.2983165965559921
1122306M01300140,Pass,32,0.23869839759133435
1122306M01300330,Pass,32,0.2329842976905666
1122305M01202400,Pass,34,0.24602289746413553
1122306M01100560,Pass,31,0.15742699900271062
1122305M01102550,Pass,11,0.2408656968590481
1122305M01302730,Pass,12,0.38958829427630004
1122306M01100640,Pass,21,0.19730029761561402
1122305M01102910,Pass,13,0.2675527963955943
1122306M01400670,Pass,22,0.21793819725721192
1222306M01400940,Pass,13,0.2325076970041949
1122306M01200320,Pass,24,0.44649129328811055
1122306M01200360,Pass,33,0.2507772973815696
1122305M01302530,Pass,21,0.20446759749114518
1122306M01300050,Pass,13,0.34237849509615537
1222306M01101030,Pass,32,0.27617209694055816
1122306M01400860,Pass,32,0.24607359746325505
1122305M01302650,Pass,24,0.2010287975508641
1122305M01202920,Pass,13,0.24370469680974544
1122306M01300780,Fail,13,0.5023609923178656
1122306M01100840,Pass,24,0.2025970975236287
1122305M01202640,Pass,14,0.24512339678510797
1122305M01402580,Pass,11,0.24795779673588522
1122306M01100430,Pass,34,0.23066829773078673
1122305M01103110,Pass,32,0.23679549762438049
1122306M01300620,Pass,34,0.2368128976240783
1122305M01202960,Pass,32,0.20805949812341595
1122305M01402900,Pass,24,0.20662679745364806
1122306M01400710,Pass,12,0.34323469508128646
1222306M01300970,Pass,12,0.3703435946105076
1222306M01101030,Pass,11,0.521623891983342
1122306M01300620,Pass,32,0.22881499776297157
1122305M01402980,Pass,33,0.23586859764047724
1122306M01300450,Pass,24,0.3417013951079141
1122306M01100640,Pass,12,0.47073479286709285
1222306M01300970,Pass,23,0.2101527973924148
1122305M01402500,Pass,13,0.2378960969106188
1122305M01202600,Pass,24,0.21840149724916613
1122305M01402900,Pass,23,0.19034199773645336
1122305M01402780,Pass,32,0.23407739767158361
1122305M01302410,Pass,14,0.32201009544987735
1122306M01100840,Pass,21,0.20368779750468735
1122306M01100640,Pass,11,0.28507709609126364
1122305M01102910,Fail,14,0.30328169577511865
1122305M01402460,Pass,23,0.18795349777793252
1122305M01202760,Pass,13,0.2418536968418903
1122305M01103110,Pass,13,0.2566464965849954
1122306M01400590,Pass,14,0.4076851939620255
1122306M01400670,Pass,32,0.25986169722380803
1122306M01100310,Pass,14,0.509678792190783
1122305M01302890,Pass,21,0.18870359776490614
1122305M01102510,Pass,21,0.1938474976755761
1122306M01100240,Pass,11,0.25199519666577086
1122305M01202600,Pass,21,0.19508159765414443
1122306M01200400,Pass,32,0.21905989793238068
1122306M01300020,Pass,11,0.2548381966163987
1122305M01402860,Pass,22,0.21394139732662118
1122305M01102430,Pass,21,0.1931562976875796
1122306M01300450,Pass,33,0.22840659777006392
1122305M01202920,Pass,21,0.20595349746534075
1122306M01100600,Pass,32,0.20816809812152998
1122306M01100840,Pass,31,0.16122899893668427
1122306M01100760,Pass,22,0.2351760969578549
1122306M01300110,Pass,14,0.3043738957561513
1122306M01200210,Pass,24,0.37127169459438997
1122305M01102910,Pass,11,0.257164996575991
1122306M01200610,Pass,12,0.41403699385171877
1122305M01302850,Pass,24,0.19986399757109227
1122305M01402940,Pass,12,0.31498009557196177
1122306M01400150,Pass,33,0.27701369692594274
1122305M01402420,Pass,24,0.21078239738148105
1122306M01200770,Pass,11,0.2479590967358626
1122306M01100100,Pass,11,0.23884759689409485
1122306M01100520,Pass,14,0.2936092959430916
1122306M01200320,Fail,12,0.6588738895998294
1122306M01200730,Pass,12,0.46779699291811133
1122305M01402780,Pass,31,0.155058699043839
1122306M01300620,Pass,12,0.28742999605040265
1122306M01200530,Pass,31,0.1553666990384902
1122306M01400300,Pass,32,0.25622409728697937
1122306M01200880,Pass,11,0.25691099658040206
1122305M01202640,Pass,34,0.21080559807572657
1122305M01303130,Pass,13,0.23429829697309895
1122306M01200530,Pass,12,0.4832558926496488
1122306M01100040,Pass,32,0.2089382981081545
1122306M01100160,Pass,31,0.15504389904409605
1122305M01102750,Pass,13,0.22469679713984064
1122305M01202840,Pass,34,0.2288675977620581
1122305M01102870,Pass,22,0.20823899742565027
1222306M01201000,Pass,13,0.23664729693230574
1122306M01200250,Pass,22,0.40008779409396356
1122305M01302530,Pass,12,0.341691495108086
1122306M01100720,Pass,12,0.49604629242752796
1122306M01100680,Pass,21,0.1976558976094386
1122306M01400340,Fail,13,0.49215119249517114
1122306M01300930,Pass,11,0.25046099669241406
1122306M01300740,Pass,24,0.20997679739547126
1122305M01202560,Pass,11,0.2460698967686709
1122305M01402540,Pass,34,0.24638969745776562
1122306M01300410,Pass,34,0.22516319782638947
1122306M01100070,Pass,21,0.2006358975576873
1122306M01100010,Pass,21,0.1884070977700552
1122306M01100160,Pass,22,0.3454441950429158
1122305M01202920,Pass,22,0.21539569730136549
1122306M01400750,Pass,12,0.37447369453878343
1122305M01202720,Pass,32,0.24566249747039431
1222306M01201040,Pass,11,0.41996589374875626
1122306M01200770,Pass,32,0.2335672976804421
1122306M01400060,Pass,31,0.15198879909715154
1122305M01102990,Pass,32,0.218271797946067
1122306M01400120,Pass,14,0.4384850934271479
1122306M01400380,Pass,13,0.32708579536173166
1122306M01400340,Fail,32,0.12498049956618337
1122305M01102710,Pass,13,0.24220279683582774
1222306M01301010,Pass,12,0.5156177920876452
1122306M01200320,Fail,14,0.5000109923586762
1122305M01302890,Pass,32,0.22167409788698192
1122306M01300110,Pass,13,0.32794319534684185
1122306M01400710,Pass,22,0.20064029755761087
1122305M01202960,Pass,11,0.255712696601212
1122306M01400380,Pass,14,0.3937741942036069
1222306M01201000,Pass,34,0.39613729485721716
1122306M01300180,Pass,31,0.15331649907409442
1122306M01300020,Pass,34,0.19541049834308113
1122305M01402660,Pass,32,0.20772249812926835
1122306M01300930,Pass,31,0.15515829904210934
1122306M01200440,Pass,14,0.3515313949372042
1222306M01200960,Pass,32,0.20314979820867882
1122306M01400380,Pass,32,0.23675069762515852
1122306M01200290,Pass,11,0.24841629672792281
1122306M01100600,Pass,14,0.26339109646786724
1122306M01400550,Pass,11,0.2439666968051955
1122306M01200170,Pass,31,0.1540139990619815
1122305M01203000,Pass,13,0.2481213967330441
1122306M01400860,Pass,24,0.206056497463552
1122306M01200440,Pass,34,0.21991209791758118
1122305M01302690,Pass,14,0.27115299633307244
1122306M01100280,Pass,14,0.4448511933165929
1122305M01102990,Pass,31,0.15920949897175535
1122305M01302970,Pass,34,0.21803679795014802
1122305M01202480,Pass,24,0.19687989762291477
